Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
167593,-1.18121983,1.663270531,-0.337661345,-0.744360958,0.042169691,-1.061903503,0.536204135,-0.747657167,0.600165254,0.579678251,-0.936278142,0.233293,-0.107123339,0.06303171,-0.362983086,-0.101071586,-0.297153609,-0.760955994,-0.192353499,0.118814365,0.395725306,-0.898435785,0.208926063,0.012166358,-0.327569735,0.131774111,0.313556591,0.009977512,8.99,0
167593,-0.29287274,0.896040518,-1.382325007,-0.694152505,0.187472743,0.066066239,1.03092968,0.318194758,0.440271506,-1.700298848,-1.69758384,-0.790125811,-1.118653177,-1.143792933,-0.310310783,0.449864996,0.894726457,0.537691494,0.135646085,-0.285271682,-0.19920552,-0.605600284,0.062498801,-0.241762224,-0.171208201,-0.145833335,-0.173375361,-0.078138304,159.08,0
167593,1.865537407,-0.694568416,-0.871577356,0.00661584,0.582485451,2.238695164,-1.031401892,0.677979488,1.294402321,-0.174113256,-0.764441252,0.290528924,-0.058900589,-0.121536866,1.528415357,-0.740319398,0.459781744,-1.631613634,-1.524712695,-0.290276997,0.257516391,1.074878502,0.205073601,-1.258493852,-0.428027924,0.752896834,0.040765784,-0.064453133,11.17,0
167594,1.782629291,-0.28364264,-0.326529635,1.637102038,-0.37242095,-0.233563813,-0.058647278,-0.105317634,0.969073884,-0.090625803,-1.030675626,1.456763479,1.11407888,-0.506697907,-1.304614537,-0.537465319,-0.064418837,-1.120538456,0.107235697,-0.065436017,-0.458370069,-1.1160198,0.363778254,-0.058199989,-0.31682435,-1.114462043,0.052519617,-0.014958302,82,0
167594,-0.802717628,1.154618517,0.552254112,-0.253091943,0.25501262,-0.397790785,0.49285542,0.454959129,-0.779070446,-0.669214838,0.23961657,-0.531311489,-1.920685634,1.348975733,0.681716471,-0.248924234,-0.113116194,1.023614962,1.261820741,-0.172911755,0.307991187,0.723516122,-0.605810665,-0.39347271,0.868261512,0.210000042,-0.09747557,-0.029144239,0.89,0
167595,-3.039419598,-0.14245129,-1.565050858,0.00131571,1.494773221,-0.784363045,0.870510907,0.583877241,-1.378728433,-1.272423601,0.429964871,0.170199156,-0.425994625,0.133016217,-0.627630733,0.193613652,0.935283721,0.689062835,0.951201558,-0.475331644,0.041905029,0.16613044,-0.014467786,0.230853798,1.309159854,0.907576618,-0.19747418,-0.704387371,14.08,0
167596,-1.77688125,-0.715894422,2.080995965,-2.013047195,-0.994948427,0.442727216,-0.597570238,0.889898724,-0.700093688,-0.873722893,0.027465901,0.257147239,-0.192040391,-0.095907433,-0.651070697,-0.137813387,-1.012073373,2.617906483,-2.162448273,-0.273824288,0.085679267,0.097477168,0.012582463,0.69288107,0.521893477,-0.388749294,-0.085406911,-0.064978005,142.19,0
167596,1.937302792,-0.35127632,-1.435811261,0.002586222,0.698553623,0.888399997,-0.252404182,0.344292009,0.502989346,0.146311972,0.813635444,0.508615464,-1.191497907,0.761569038,0.284984793,-0.538546853,0.127638848,-1.360544884,-0.38482828,-0.368043142,-0.213074874,-0.465199052,0.349204746,-1.665155584,-0.499888924,0.3142505,-0.033478909,-0.090058381,0.89,0
167597,-1.068115905,-0.064518604,1.210442511,-0.222567616,0.829723384,-1.003233652,0.537462942,-0.062838944,-0.244373081,-0.638546612,-0.636168867,0.805003157,1.47847873,-0.334469734,-0.061015964,-0.053313663,-0.447654206,-0.511704462,-0.306871501,0.503841769,0.003776154,-0.126525217,-0.016461525,0.029246903,0.89037208,0.375691467,0.056808172,-0.041766213,79.9,0
167597,-1.284569659,1.535671864,-1.610333206,-0.952844249,0.850470858,1.228289773,-0.441759731,1.407623637,0.231093421,-0.622475994,0.471829998,-0.183910704,-1.759116447,-0.257156106,0.170284591,0.24567297,1.205360332,-0.066355169,-1.037658937,-0.28467769,0.166269011,0.309034953,0.123903931,-1.077793503,-0.718430756,0.438021184,-0.20742087,0.08745422,3.01,0
167597,-0.66951778,1.181517022,-0.006356923,-0.868511505,0.815847543,-0.548267433,0.786224817,0.255400734,-0.549020463,-1.085914975,-1.283094044,-0.030546735,0.197561466,0.667030824,0.426908007,-0.086249868,-0.477311709,0.177426155,-0.225039263,-0.196622108,0.338797171,0.872852688,-0.408572515,0.456177611,0.418429167,-0.118148424,-0.023511879,0.05796511,2.49,0
167597,-0.250971693,1.455860829,-1.340921867,1.915076058,3.239556786,4.102410329,0.151609872,1.365849554,-2.183604299,0.848932343,-0.748372597,-0.58961841,-0.179886966,0.911669797,-0.224026638,0.73859082,-0.803822375,-0.067572931,-1.568026776,-0.248092361,0.439527089,1.01766056,0.022342076,0.693767031,-0.935641645,0.026785798,0.134043815,0.198148336,4.57,0
167597,1.990158251,-0.286733726,-1.159922357,0.230833019,0.258364064,0.16948813,-0.229673287,0.018767846,0.469293205,0.222968702,0.354939936,1.084159926,0.658093941,0.146202423,-0.431206865,0.462348529,-0.951201872,0.271486386,0.400433688,-0.071892285,-0.017085076,0.013611842,0.143281768,0.126069723,-0.126691382,0.200830811,-0.049082968,-0.056900821,30.9,0
167597,-1.824457446,1.584349579,0.719102057,-1.673330929,0.985838981,1.096006926,-0.316608237,-3.04869439,-0.459571044,-1.626712811,-0.539511979,0.25659293,-1.078803838,0.696852599,-0.121312496,-0.437819502,0.381165327,-2.164664266,-2.365328381,0.243797716,-0.756042349,-0.485315638,0.076081066,-1.096871843,0.413072978,0.24587767,0.213582932,0.122668042,5.38,0
167598,2.09076226,-0.996860788,-1.44543465,-1.001725689,-0.58841051,-0.899459051,-0.443531607,-0.219178678,-0.614203255,1.043441846,0.64546695,-0.467531855,-0.619567857,0.351333145,-0.221022532,1.252536298,-0.187621185,-0.550493289,0.796904505,0.052353398,0.503116361,1.274890272,-0.105659164,-0.292765696,0.15375672,0.07237375,-0.05589448,-0.069675558,70.85,0
167599,2.033007299,-0.148225734,-1.1916779,0.219892958,0.069666289,-0.625673128,0.0331082,-0.118216841,0.363648,0.245862346,0.645678384,0.825127704,-0.368802215,0.537980041,-0.544933037,0.147314372,-0.578895409,-0.306671072,0.490223596,-0.234322101,-0.257791525,-0.656500061,0.298547639,-0.406512522,-0.313380016,0.205298595,-0.074470007,-0.074836564,1.98,0
167599,-1.198057085,1.068628128,0.432870739,0.578752469,0.996598544,-0.837582786,1.255982215,-0.262513263,-0.146392196,-0.821999995,-0.824418681,0.276103924,0.65330197,-1.569817422,-0.995779391,-0.166518053,0.588257877,0.250918845,-0.472121589,-0.187395744,0.011125659,0.609819751,-0.096325498,-0.019346432,0.673975995,-0.443096345,0.250680956,0.131340623,28.56,0
167599,2.033833932,0.169887809,-1.617783007,1.392820579,0.357235353,-1.158368591,0.57763494,-0.364422905,0.345298563,0.286578566,-1.154313217,-0.181239065,-1.19383743,0.717846303,-0.414545445,-0.688498093,-0.082461035,-0.538117285,-0.207152173,-0.365181856,0.036259374,0.294201225,0.008125823,-0.058679824,0.430584491,-0.484547748,-0.020401122,-0.064652322,6.49,0
167599,-0.558385513,1.577979388,-1.489007442,0.991767055,1.230601883,-0.151767097,1.408821979,0.238201114,-0.88554059,-0.923921285,-1.439494811,-0.540790658,-0.157309156,-0.741383401,-0.09966427,-0.356451439,1.236807783,0.636377617,0.780498508,0.242363754,0.075724193,0.237278553,-0.092515989,-0.100528931,0.201270259,-0.365165732,0.294457122,0.220656245,102.95,0
167600,2.043779542,-0.375502209,-2.5468794,-0.726432939,2.384904648,3.319310348,-0.47436086,0.790624305,0.402949896,0.091555546,0.004442214,0.390314631,-0.211913406,0.496358657,0.473085928,-0.171120163,-0.368154072,-0.975834084,0.021719686,-0.147646696,-0.291181639,-0.83670192,0.378567365,0.698364216,-0.266120287,0.218891033,-0.052811369,-0.066313192,4.49,0
167600,2.195663414,-0.53902051,-1.10790096,-0.710433946,-0.654494071,-1.616915011,-0.105133525,-0.518300111,-0.690197981,0.758834035,-0.116665694,0.356232803,1.2128038,-0.243758973,-0.482959141,0.441705315,0.477733757,-2.161912699,0.659272942,0.004690821,0.066841315,0.298791087,0.232069567,0.50333347,-0.026841504,-0.311046858,-0.031068438,-0.056660509,10,0
167601,0.027597101,1.227303721,-0.831696873,-0.066152806,0.314249163,-1.452752662,0.605770136,0.126074063,-0.189423004,-1.158612887,-0.739974651,-0.314708879,-0.392928838,-0.414496842,0.68417015,0.181936875,0.630262167,0.776658079,-0.189999093,-0.271249506,0.337668671,0.972791209,-0.144131009,-0.029065751,-0.358663235,-0.154278471,-0.002727684,0.037577822,1.22,0
167601,-0.926191104,1.498458553,-2.436716548,-0.603993981,1.306635224,-0.838745042,0.710719039,0.545470694,-0.930422812,-0.792776738,0.504777867,1.132472876,0.901021099,-0.231185438,-1.478665928,0.228761405,0.541080718,0.399878012,0.090281815,-0.285079032,0.232934198,0.702666768,0.037379294,0.222954746,-0.235302042,0.523516756,-0.151966442,0.011039714,14.6,0
167601,1.942563145,-0.603306873,-0.658174064,0.175972459,-0.498638103,-0.186805491,-0.607014305,0.018112881,1.148359732,0.044029903,-1.17149803,-0.148915035,-0.203722571,-0.009870691,0.999234289,0.677364231,-0.748784407,0.261263641,-0.263580158,-0.068039997,0.177485076,0.478594497,0.150312526,0.515039718,-0.325964547,0.63067915,-0.053775663,-0.036439667,59,0
167601,2.043279149,0.107893883,-1.707238215,0.438045913,0.380913106,-0.895350758,0.203800496,-0.240379144,0.49595457,-0.384149935,-0.545202595,0.136986714,0.021818074,-0.831142527,0.209083294,0.310777521,0.488034645,-0.310352325,0.036008092,-0.128534155,-0.353708992,-0.949931204,0.330885298,0.567780977,-0.269383746,0.16814319,-0.065789837,-0.027555005,16.99,0
167602,-1.468155145,1.467219121,-1.106635796,-0.18818102,-0.447078735,-0.750007767,0.911799403,0.532711113,-0.136098413,-1.588587758,-1.077488739,-0.019972756,-0.143166376,-1.26275638,-0.835092545,0.326830266,1.475837695,0.34316772,-0.29727956,-0.330262983,0.08915164,0.432132613,-0.076181293,-0.143933531,-0.138923641,0.576132203,0.00215738,-0.002559556,139,0
167602,2.033683249,-0.027729355,-0.884669598,0.513840911,-0.337297105,-1.452432723,0.201959032,-0.369369494,0.492799285,0.069060192,-0.341527032,0.647636724,0.121451889,0.274460818,-0.005305174,-0.23442006,-0.142276174,-1.02344972,-0.013549377,-0.230688305,-0.260334893,-0.610400446,0.391216777,0.463331974,-0.350036762,0.169396638,-0.069226173,-0.055465909,1.29,0
167602,-3.117948737,3.14213496,-2.710150758,-0.692116008,-1.142694131,-1.167038439,-0.978527684,2.073436681,0.263867734,0.768337431,-0.268232623,0.906222549,-0.6278001,1.897154991,-0.213678778,0.365262658,-0.010141835,0.95364304,0.267677327,0.070561761,0.412873352,1.150893455,0.253108511,-0.349296741,-0.367314598,-0.183187334,0.407888868,0.330376667,0.89,0
167603,-0.591542778,1.685306031,-1.241995977,-0.102068666,-0.025019899,-1.515832972,0.259179707,0.564182241,-0.199046221,-1.092050781,-0.873003136,-0.156271254,-0.335618394,-0.160265178,0.65727739,0.268876246,0.795090495,0.805634452,-0.205149841,-0.246018707,0.356766828,0.958804102,-0.090570207,-0.032652437,-0.306718804,-0.148401267,-0.001157033,0.06383591,1.22,0
167604,2.057354423,0.004147151,-1.077288179,0.384052218,0.004735484,-1.066127339,0.233419857,-0.358152148,0.402731161,0.036949775,-0.593725377,0.934108805,1.010389325,0.090436274,-0.010233533,-0.187107746,-0.310863396,-1.050446457,0.094170965,-0.166491183,-0.276693137,-0.612110596,0.326185012,-0.05806467,-0.272643446,0.20219293,-0.061690549,-0.05904123,2.69,0
167605,-0.933147869,1.923339836,-1.615252163,-0.029710854,-0.310275561,-1.552116061,-0.089435738,0.906126555,-0.427580038,-1.447651518,-0.997152188,-0.02677591,-0.275679298,0.051288534,0.627492232,0.419190498,1.039188903,0.890063025,-0.190513107,-0.504437808,0.461207259,0.95218954,-0.037757563,-0.040078612,-0.358488253,-0.176764256,-0.506187124,-0.059655949,3.66,0
167605,-1.456961692,0.796495973,-0.702975955,-1.072517012,3.390422088,3.552205785,0.546554698,0.444743601,-0.290529832,-0.112381822,0.44214052,-0.476651932,-0.352576756,-1.069976342,1.103254807,-0.417840378,0.732555876,-0.281466339,1.076098139,-0.088880725,-0.383951914,-0.997959019,-0.046385241,0.623675935,0.362314271,0.434290489,-0.927359102,-0.049988024,0.89,0
167605,2.138342547,-1.730766986,-1.12742642,-1.97385262,-0.457800408,1.649205945,-1.688885431,0.530492163,-1.141130756,1.602041292,0.53022808,-0.542878093,-0.368736029,-0.152414627,0.178968,-0.848463162,0.792054039,-0.474788756,-0.725184472,-0.494008626,-0.063597509,0.31345314,0.279897097,-0.987976167,-0.450679007,-0.093422042,0.058690645,-0.064586139,29.6,0
167605,-0.304217328,1.021971336,-0.546561334,-0.309478265,0.039939974,-1.177304002,0.786888983,0.187161817,-0.055248064,-0.521765169,-1.197115464,-0.398326838,-0.91035167,0.944362357,0.573310421,-0.326474427,-0.195970587,0.244906315,-0.04235656,-0.110933586,0.430677971,1.272332307,0.037978794,-0.005684584,-0.797232025,-0.212648557,0.367303677,0.260630993,44.99,0
167606,-5.666594691,-3.032500487,-1.244464937,-0.87660404,-0.725135976,0.271810339,0.488272534,-2.713421655,1.521569246,-0.079165039,0.658271565,0.151889845,-0.945119699,-0.005619849,0.379514947,1.565285117,-1.030551724,0.657134605,0.444146957,-5.244332522,1.155988469,0.848204402,3.069078684,0.913352464,-0.246222721,0.903734926,1.622324653,-0.864574488,379.23,0
167606,-1.430966421,0.614610507,0.032997213,-0.325743852,-0.376426443,1.048405,-0.109005649,1.027124922,-0.225795627,-1.034415822,-0.439245454,0.572764931,0.480454719,0.700016604,0.740303912,0.524607319,-0.66274282,1.641025253,1.433541038,-0.091943275,0.361740761,0.831672008,-0.138645435,-0.326087598,0.16474478,-0.363633979,-0.089796249,-0.13945139,128,0
167607,1.929435607,0.35959955,-2.327992617,1.401540627,0.975944146,-0.660820309,0.576995242,-0.171458216,-0.073759315,-0.19282175,1.110981081,0.479879449,-0.816181126,-0.701898875,-0.975549351,-0.017921415,0.791849405,0.575898917,-0.16197259,-0.186987921,0.027296916,0.164220277,-0.018293118,0.57047169,0.420399175,-0.543605145,-0.013169831,-0.027980608,35.99,0
167608,-1.854624844,2.535289146,-1.887529999,-0.172122083,-0.632304709,-1.603371211,-0.379702224,1.390395305,-0.404893582,-1.195037393,-1.169569962,0.127373345,-0.226375225,0.40116869,0.592480751,0.42488664,1.137126737,0.886583843,-0.162410875,-0.323757102,0.456408002,0.988396259,-0.018812205,-0.033316176,-0.315134914,-0.156755613,-0.195580328,0.109782765,1.98,0
167608,-0.556751469,0.233120951,1.508112158,-1.508318837,-0.15181928,0.189606962,0.094353778,0.117290632,-1.612365354,0.307299462,1.041573628,-0.358035976,-0.248404503,-0.064208982,-0.168675169,0.742532267,0.456004481,-1.169261139,2.207201554,0.24197761,-0.202926164,-0.801828188,-0.082152502,0.658003877,0.066348454,-0.432552027,-0.079836681,0.063641473,29,0
167609,-0.199323538,1.170035799,-0.202226829,-0.574849621,1.177252266,-1.327164066,1.404584472,-0.668156207,-0.023713689,-0.803369942,-0.459820142,0.032423352,0.802856958,-1.372167595,0.355900477,0.090244798,0.134884075,0.606846679,-0.52199226,-0.073344078,0.305408325,1.135777272,-0.34974354,-0.154930471,-0.451053391,-0.29120005,-0.19655126,0.02052377,4.71,0
167610,-0.52285483,1.993692579,-0.2607583,2.493220801,1.328399481,-0.737239519,1.599778861,0.051923204,-2.562475662,0.502049532,-1.318645308,-0.115022349,0.639982985,0.788672862,-1.473055046,0.660544092,-0.819989508,-0.659284851,-2.104945462,-0.332375008,0.296001461,0.653905527,-0.097935008,-0.016697724,-0.325328739,-0.121448508,0.00918859,0.145906208,24.68,0
167610,-1.946845387,2.670190321,-2.477998309,-0.023286931,-0.98656498,-1.679274913,-0.836395272,1.737930785,-0.505504222,-1.475004527,-1.262828154,0.304222601,-0.150477123,0.577897315,0.570296151,0.627461217,1.361379192,0.942369414,-0.227745389,-0.604995114,0.535923923,0.906874149,0.089406609,-0.046838142,-0.271093216,-0.180534572,-0.789816533,-0.127904697,2.44,0
167610,-0.524813597,-0.026360705,-0.273607459,-2.714466698,1.332591078,-0.224572351,0.748643256,-0.156492208,-1.743644935,0.153356207,0.044713023,-0.237384644,0.834567385,-0.022218048,-1.154787533,1.536903706,-0.812916749,-0.878015843,0.730968061,0.070863647,0.130284149,0.164978331,-0.086049315,-0.341194258,0.002708803,-0.45145396,-0.034445195,0.156801053,35.98,0
167611,-0.471124828,1.375972565,-0.815008264,-0.636090208,0.472192326,-0.655167713,0.499887662,0.489937238,-0.219072558,-0.570614163,0.913897401,0.511872375,-0.545194067,-0.467383274,-0.917024783,0.617416831,0.350179163,0.32154319,-0.020126088,0.008922939,-0.276631398,-0.771694636,0.178037993,0.642187495,-0.408312158,0.095752881,0.199949027,0.069565248,10.02,0
167611,1.907218549,-0.160588063,-0.769849583,0.375391802,-0.472022859,-0.97992108,-0.272805943,-0.191486924,1.088770947,-0.764668669,-0.191011828,0.943823225,1.260698597,-1.52489964,0.675712781,0.553006119,0.385835343,0.12011466,-0.177665133,-0.0092835,-0.220241792,-0.509721048,0.317495045,-0.049378066,-0.476657697,-0.294726611,0.024126213,0.001334083,50,0
167612,-2.755453048,3.202751362,-2.726320098,-0.115940737,-1.275638089,-1.711809149,-1.099595118,2.171882364,-0.61152993,-1.465948218,-1.419094033,0.426959673,-0.104921588,0.858436688,0.537806881,0.675345268,1.541071693,0.993188178,-0.182990843,-0.560822876,0.574197107,0.949072067,0.103304158,-0.045971193,-0.290718897,-0.178218944,-0.722374383,-0.015393456,3.7,0
167612,-0.368248534,1.047236082,-1.228246918,-1.116654482,1.087558407,-0.259332943,0.684035022,0.268257444,-0.351680171,-0.25496766,-0.787398145,0.536575585,0.529120936,0.526198999,-1.339968758,0.292300154,-1.008134665,0.740276854,0.444232083,-0.123069359,0.482287088,1.546619731,-0.321684493,-1.260490874,-0.521570734,0.857213118,0.16939482,0.211548081,2.25,0
167612,-1.595707008,2.564125079,-1.969235338,-0.466875894,1.055970721,-1.160764478,0.964826788,-0.371301701,0.851938442,0.66096726,1.609521047,0.313191163,0.46292631,-3.111653881,0.244096761,0.709547074,1.301826876,1.900325563,-0.122646599,0.497114813,0.183301464,0.757570022,-0.151050601,-0.629460459,-0.140710825,-0.204238203,-0.116070377,0.461760802,1,0
167613,-1.412613112,1.208901966,0.713165178,0.613508855,0.102772639,0.946023745,-0.351520813,0.894259311,-0.345797363,-0.138438272,-0.080299093,0.466958673,-0.077396088,0.488046908,0.181004929,0.406877436,-0.517046823,0.87043837,1.092378814,-0.19126795,-0.025548984,-0.292976308,-0.129359492,-0.026777514,-0.341344948,-0.822105918,-0.589073468,-0.265280331,10,0
167614,1.644781136,0.097085869,-0.003352983,3.70109084,0.018456015,0.613201107,-0.180235502,0.126517413,-0.950365346,1.462081699,0.429921693,1.100672901,1.272503695,-0.099825727,-1.225644393,1.52740586,-1.378336453,0.033808845,-1.179862424,0.036175099,-0.135490725,-0.615747175,0.296879862,-0.396763208,-0.564459964,-0.437148562,-0.011910756,-0.017566279,114.01,0
167615,-3.315668447,3.60787417,-3.149400933,-0.145503171,-1.640842234,-1.776533893,-1.49061434,2.614108509,-0.584464864,-1.336997153,-1.575730216,0.618113676,-0.037923207,1.208822546,0.502182393,0.741056794,1.62163179,0.969818215,-0.203043019,-0.53917854,0.594642043,0.930213947,0.167753555,-0.0421904,-0.216393867,-0.171712767,-0.747220497,-0.018111411,1.22,0
167616,1.99526028,-1.288983675,-0.450282812,-0.756932374,-1.394635317,-0.716180491,-1.02690147,-0.100710517,0.204454567,0.739652695,-0.842878272,-0.817466968,-0.201136459,-0.350234154,0.69476544,1.373449589,0.04277619,-0.941317098,0.208358216,0.108842646,0.443394395,1.126856177,0.066513876,-0.055726378,-0.256472197,-0.065758806,0.000167854,-0.032384788,95,0
167616,1.847027477,-0.439033217,-0.742606542,0.507570617,-0.413285624,-0.095514794,-0.696503965,0.073963741,1.206460663,-0.580326995,-0.694324031,0.234018938,0.714904635,-1.702871478,0.914252003,1.164438916,0.186997583,0.673195171,-0.427747234,0.081316877,-0.025315857,-0.093884659,0.228155202,0.397057429,-0.528764951,0.323108655,-0.006443387,0.010247558,85.01,0
167616,0.266016171,1.012452603,-0.397562085,1.056002627,1.055004152,-0.748142958,1.255260768,-0.275622901,-0.568198474,-0.029663658,-0.918106992,-0.120818408,-0.586107188,0.612656813,-0.412305395,-1.262511617,0.253007058,-0.395548398,0.575381314,-0.137549425,0.252289591,0.921097849,0.006233185,1.096306466,-0.877167202,-0.592774592,0.295835169,0.284789577,5.49,0
167618,-2.030600543,2.182866539,-2.365976554,-0.05862535,-0.619690351,-1.536656331,-0.287129657,1.346889103,-0.312411294,-0.984576727,-1.047606593,0.774763648,1.043328005,0.092441325,0.526615723,0.505681009,0.981350247,0.756012546,-0.225671618,-0.145458241,0.366921414,0.931244471,-0.055134696,-0.151341212,-0.104445294,-0.131668513,0.028344868,-0.039410041,28.18,0
167619,1.951980938,-0.324174678,-0.216359846,0.483274985,-0.595580689,-0.2891719,-0.577418832,-0.036598814,1.241988273,-0.218606313,-0.424751827,1.245009539,1.317895986,-0.434189171,0.402625755,-0.12036942,-0.407544009,-0.12585657,-0.43601921,-0.128867271,0.231767956,0.952998114,0.190619346,1.145153195,-0.098424652,-0.270462298,0.048572268,-0.023477006,9.99,0
167619,-1.010772292,0.495552122,2.000049629,0.112183137,0.518353625,0.272071886,0.350437527,0.390943629,-0.345764305,-0.62593202,0.423278791,-0.157982092,-1.550791186,0.406505055,-0.31088266,0.548292459,-0.804178758,0.661105888,-0.054609433,-0.012182925,-0.142137198,-0.702594686,-0.088164222,0.644212857,0.365573909,-0.897242905,0.042553663,0.078235219,34.95,0
167619,-6.714558608,5.696416876,-3.385561287,-1.898559783,-1.744490844,-1.991261155,-0.638263899,1.568310982,2.028094858,2.270608424,-0.669221502,0.761921861,0.019161355,-0.615104153,-0.095606229,0.679111586,0.881105427,0.253834877,-2.248197194,0.356879011,0.463849876,0.559450409,0.098579691,0.249984244,0.865876044,-0.493594898,-1.866909021,0.199643549,22.03,0
167619,-1.774878655,-0.030333303,2.354932823,-1.276161244,-1.877654865,0.246028527,-1.020218525,0.501793648,1.162036405,0.462661914,-1.726818247,0.744775487,0.788908038,-1.877546119,-2.420471449,-1.635990797,0.221777859,1.043562565,-1.405348361,-0.371609008,-0.318156647,0.350150674,-0.268839089,0.536407863,-0.359372963,0.580167797,0.17585733,-0.007921591,40,0
